fp_per_image,sensitivity
0.0003333333333333333,0.0
0.0006666666666666666,0.0
0.001,0.0
0.0013333333333333333,0.0
0.0016666666666666668,0.0
0.002,0.0
0.0023333333333333335,0.0
0.0026666666666666666,0.0
0.003,0.0
0.0033333333333333335,0.0
0.0036666666666666666,0.0
0.004,0.0
0.004333333333333333,0.0
0.004666666666666667,0.0
0.005,0.0
0.005333333333333333,0.0
0.005666666666666667,0.0
0.006,0.0
0.006333333333333333,0.0
0.006666666666666667,0.0
0.007,0.0
0.007333333333333333,0.0
0.007666666666666666,0.0
0.008,0.0
0.008333333333333333,0.0
0.008666666666666666,0.0
0.009,0.0
0.009333333333333334,0.0
0.009666666666666667,0.0
0.01,0.0
0.010333333333333333,0.0
0.010666666666666666,0.0
0.011,0.0
0.011333333333333334,0.0
0.011666666666666667,0.0
0.012,0.0
0.012333333333333333,0.0
0.012666666666666666,0.0
0.013,0.0
0.013333333333333334,0.0
0.013666666666666667,0.0
0.014,0.0
0.014333333333333333,0.0
0.014666666666666666,0.0
0.015,0.0
0.015333333333333332,0.0
0.015666666666666666,0.0
0.016,0.0
0.01633333333333333,0.0
0.016666666666666666,0.0
0.017,0.0
0.017333333333333333,0.0
0.017666666666666667,0.0
0.018,0.0
0.018333333333333333,0.0
0.018666666666666668,0.0
0.019,0.0
0.019333333333333334,0.0
0.019666666666666666,0.0
0.02,0.0
0.02033333333333333,0.0
0.020666666666666667,0.0
0.021,0.0
0.021333333333333333,0.0
0.021666666666666667,0.0
0.022,0.0
0.022333333333333334,0.0
0.02266666666666667,0.0
0.023,0.0
0.023333333333333334,0.0
0.023666666666666666,0.0
0.024,0.0
0.024333333333333332,0.0
0.024666666666666667,0.0
0.025,0.0
0.025333333333333333,0.0
0.025666666666666667,0.0
0.026,0.0
0.026333333333333334,0.0
0.02666666666666667,0.0
0.027,0.0
0.027333333333333334,0.0
0.027666666666666666,0.0
0.028,0.0
0.028333333333333332,0.0
0.028666666666666667,0.0
0.029,0.0
0.029333333333333333,0.0
0.029666666666666668,0.0
0.03,0.0
0.030333333333333334,0.0
0.030666666666666665,0.0
0.031,0.0
0.03133333333333333,0.0
0.03166666666666667,0.0
0.032,0.0
0.03233333333333333,0.0
0.03266666666666666,0.0
0.033,0.0
0.03333333333333333,0.0
0.033666666666666664,0.0
0.034,0.0
0.034333333333333334,0.0
0.034666666666666665,0.0
0.035,0.0
0.035333333333333335,0.0
0.035666666666666666,0.0
0.036,0.0
0.036333333333333336,0.0
0.03666666666666667,0.0
0.037,0.0
0.037333333333333336,0.0
0.03766666666666667,0.0
0.038,0.0
0.03833333333333333,0.0
0.03866666666666667,0.0
0.039,0.0
0.03933333333333333,0.0
0.03966666666666667,0.0
0.04,0.0
0.04033333333333333,0.0
0.04066666666666666,0.0
0.041,0.0
0.04133333333333333,0.0
0.041666666666666664,0.0
0.042,0.0
0.042333333333333334,0.0
0.042666666666666665,0.0
0.043,0.0
0.043333333333333335,0.0
0.043666666666666666,0.0
0.044,0.0
0.044333333333333336,0.0
0.04466666666666667,0.0
0.045,0.0
0.04533333333333334,0.0
0.04566666666666667,0.0
0.046,0.0
0.04633333333333333,0.0
0.04666666666666667,0.0
0.047,0.0
0.04733333333333333,0.0
0.04766666666666667,0.0
0.048,0.0
0.04833333333333333,0.0
0.048666666666666664,0.0
0.049,0.0
0.04933333333333333,0.0
0.049666666666666665,0.0
0.05,0.0
0.050333333333333334,0.0
0.050666666666666665,0.0
0.051,0.0
0.051333333333333335,0.0
0.051666666666666666,0.0
0.052,0.0
0.052333333333333336,0.0
0.05266666666666667,0.0
0.053,0.0
0.05333333333333334,0.0
0.05366666666666667,0.0
0.054,0.0
0.05433333333333333,0.0
0.05466666666666667,0.0
0.055,0.0
0.05533333333333333,0.0
0.05566666666666667,0.0
0.056,0.0
0.05633333333333333,0.0
0.056666666666666664,0.0
0.057,0.0
0.05733333333333333,0.0
0.057666666666666665,0.0
0.058,0.0
0.058333333333333334,0.0
0.058666666666666666,0.0
0.059,0.0
0.059333333333333335,0.0
0.059666666666666666,0.0
0.06,0.0
0.060333333333333336,0.0
0.06066666666666667,0.0
0.061,0.0
0.06133333333333333,0.0
0.06166666666666667,0.0
0.062,0.0
0.06233333333333333,0.0
0.06266666666666666,0.0
0.063,0.0
0.06333333333333334,0.0
0.06366666666666666,0.0
0.064,0.0
0.06433333333333334,0.0
0.06466666666666666,0.0
0.065,0.0
0.06533333333333333,0.0
0.06566666666666666,0.0
0.066,0.0
0.06633333333333333,0.0
0.06666666666666667,0.0
0.067,0.0
0.06733333333333333,0.0
0.06766666666666667,0.0
0.068,0.0
0.06833333333333333,0.0
0.06866666666666667,0.0
0.069,0.0
0.06933333333333333,0.0
0.06966666666666667,0.0
0.07,0.0
0.07033333333333333,0.0
0.07066666666666667,0.0
0.071,0.0
0.07133333333333333,0.0
0.07166666666666667,0.0
0.072,0.0
0.07233333333333333,0.0
0.07266666666666667,0.0
0.073,0.0
0.07333333333333333,0.0
0.07366666666666667,0.0
0.074,0.0
0.07433333333333333,0.0
0.07466666666666667,0.0
0.075,0.0
0.07533333333333334,0.0
0.07566666666666666,0.0
0.076,0.0
0.07633333333333334,0.0
0.07666666666666666,0.0
0.077,0.0
0.07733333333333334,0.0
0.07766666666666666,0.0
0.078,0.0
0.07833333333333334,0.0
0.07866666666666666,0.0
0.079,0.0
0.07933333333333334,0.0
0.07966666666666666,0.0
0.08,0.0
0.08033333333333334,0.0
0.08066666666666666,0.0
0.081,0.0
0.08133333333333333,0.0
0.08166666666666667,0.0
0.082,0.0
0.08233333333333333,0.0
0.08266666666666667,0.0
0.083,0.0
0.08333333333333333,0.0
0.08366666666666667,0.0
0.084,0.0
0.08433333333333333,0.0
0.08466666666666667,0.0
0.085,0.0
0.08533333333333333,0.0
0.08566666666666667,0.0
0.086,0.0
0.08633333333333333,0.0
0.08666666666666667,0.0
0.087,0.0
0.08733333333333333,0.0
0.08766666666666667,0.0
0.088,0.0
0.08833333333333333,0.0
0.08866666666666667,0.0
0.089,0.0
0.08933333333333333,0.0
0.08966666666666667,0.0
0.09,0.0
0.09033333333333333,0.0
0.09066666666666667,0.0
0.091,0.0
0.09133333333333334,0.0
0.09166666666666666,0.0
0.092,0.0
0.09233333333333334,0.0
